year,region,residence,metric,unit,value
2010,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,7.289154949373411
2010,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,18.23145727992415
2010,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,26.2037544560832
2010,EUROPE,Italy,Shopping Items Purchased in terms of Amount spent | Others,%,2.389647315069414
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,57.22749519605678
2010,EUROPE,Netherlands,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,20.97005034093661
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,6.673924889033627
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,24.4178301895736
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,20.07966969250809
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Popularity | Others,%,17.67088587025441
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,46.77330023989634
2010,EUROPE,Netherlands,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,8.816449423182934
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,3.961044696276383
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,7.121139354305209
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,27.18451102362672
2010,EUROPE,Netherlands,Shopping Items Purchased in terms of Amount spent | Others,%,6.143555262712406
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,71.99953172712651
2010,EUROPE,Switzerland,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,15.42963421509732
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,10.88508229438029
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,35.2001433408449
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.360464519883648
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,13.82263467942621
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.515698488575829
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Popularity | Others,%,10.93789812352366
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,64.81439753497875
2010,EUROPE,Switzerland,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,5.313292581002854
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,2.150752126872966
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,10.18914404903827
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,6.136781990606233
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,7.5578394633927
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,0.6554424670833384
2010,EUROPE,Switzerland,Shopping Items Purchased in terms of Amount spent | Others,%,3.182349787024903
2010,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,56.30566958342639
2010,EUROPE,UK,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,11.42092241195936
2010,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,12.53634867909804
2010,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,34.48785113916434
2010,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,5.220490820142938
2010,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,16.33911094730774
2010,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.728972608112435
2010,EUROPE,UK,Shopping Items Purchased in terms of Popularity | Others,%,15.65841471789058
2010,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,43.60544958790007
2010,EUROPE,UK,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.188534144883775
2010,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,2.375828772073424
2010,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,13.20749057987722
2010,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,5.824059627049452
2010,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,17.67633118604418
2010,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.717014172009655
2010,EUROPE,UK,Shopping Items Purchased in terms of Amount spent | Others,%,9.405291930357327
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,57.19680561152023
2010,AMERICAS,Canada,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,10.17571671367997
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,9.655557491107697
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,32.21534380282619
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,1.981969615000045
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,6.712425739888532
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,3.858397486353847
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Popularity | Others,%,11.43808696712319
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,40.78744874605076
2010,AMERICAS,Canada,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,5.053371828615234
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,3.183209796789473
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,9.499741155320969
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.225656634505503
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,6.683707547461061
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,28.10990706520718
2010,AMERICAS,Canada,Shopping Items Purchased in terms of Amount spent | Others,%,5.45695722604984
2010,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,48.16542158627303
2010,AMERICAS,USA,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,12.55799732279486
2010,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,14.1642831021885
2010,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,34.23662947349874
2010,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,6.479055165160187
2010,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,12.07883607515731
2010,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,1.583626177469695
2010,AMERICAS,USA,Shopping Items Purchased in terms of Popularity | Others,%,14.1953204684493
2010,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,42.04808223295397
2010,AMERICAS,USA,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,6.468315378748396
2010,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,4.472251339775687
2010,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,14.39510708548308
2010,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,11.17251990214437
2010,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,11.03457583994299
2010,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,1.395354969293472
2010,AMERICAS,USA,Shopping Items Purchased in terms of Amount spent | Others,%,9.013793251713066
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,60.85644262597089
2010,OCEANIA,Australia,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,19.03409545741478
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,16.33991265665519
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,29.62557941868285
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,5.792672152582225
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,19.59604696422246
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,2.694262424099643
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Popularity | Others,%,17.6333338025949
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,43.6004094963215
2010,OCEANIA,Australia,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,7.72776525989797
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,1.801574188486942
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,9.662774968015002
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,9.46635754214517
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,17.43523664232018
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,5.992800153425649
2010,OCEANIA,Australia,Shopping Items Purchased in terms of Amount spent | Others,%,4.313081749213817
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,63.5935702752472
2010,OCEANIA,New Zealand,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.45197384421424
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,13.55127094657131
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,28.06986623056061
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,2.490159646508155
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,31.13621723468493
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,7.408613569636632
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Popularity | Others,%,16.69897602632762
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,39.77673826475742
2010,OCEANIA,New Zealand,"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,4.809183511390113
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,2.330620504948923
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,8.709831306725345
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,2.744879801129441
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,27.09972377714585
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,5.76551686973674
2010,OCEANIA,New Zealand,Shopping Items Purchased in terms of Amount spent | Others,%,8.763505964134223
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,71.23749429988602
2010,AFRICA,South Africa (Rep of),"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,16.31835737703476
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,16.49866181552389
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,36.64651467824191
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,3.311220930192232
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Consumer Tech,%,31.60580519082793
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,4.211534650262747
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Popularity | Others,%,6.036734411014148
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Fashion and Accessories,%,34.4311491898581
2010,AFRICA,South Africa (Rep of),"Shopping Items Purchased in terms of Amount spent | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,8.883186871984213
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Confectionery and Food Items,%,3.458588013680335
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Souvenirs and Gifts,%,10.37691649711424
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Genuine Jewellery,%,1.663046042475833
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Consumer Tech,%,22.61125101192377
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Watches and Clocks,%,11.00503521660255
2010,AFRICA,South Africa (Rep of),Shopping Items Purchased in terms of Amount spent | Others,%,7.570827154254161
2010,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Fashion and Accessories,%,62.47256285547606
2010,REMAINING,Others,"Shopping Items Purchased in terms of Popularity | Cosmetics, Perfumes & Toiletries and Healthcare & Wellness Products",%,22.27180858547517
2010,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Confectionery and Food Items,%,24.4369766059644
2010,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Souvenirs and Gifts,%,26.59920369731296
2010,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Genuine Jewellery,%,5.219916136432051
2010,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Consumer Tech,%,28.67813472931326
2010,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Watches and Clocks,%,4.521925927781455
2010,REMAINING,Others,Shopping Items Purchased in terms of Popularity | Others,%,16.75081379804021
